epoch,loss
1,0.03314791553550296
1,0.03456851111518012
1,0.03389202091428969
2,0.02593679444657432
3,0.02082811105582449
4,0.017085637483331893
5,0.01391596289144622
6,0.012377600371837615
7,0.009010084056191974
8,0.0066030915619598495
9,0.004970857252677281
10,0.0029152373472849527
11,0.0014946406396726768
12,0.0011533552677267128
13,0.0006733502940429996
14,0.0006704170425008569
15,0.0009473233470796711
16,0.0013852040749043227
17,0.0023277229357821245
18,0.0022968004496457676
19,0.005256996507523581
20,0.003995234069103996
21,0.0012096070632752445
22,0.0006513886580554148
23,0.0004651606341616975
24,0.0003335471113031316
25,0.0002254894431745116
26,0.000316895880516515
27,7.108306842080007e-05
28,0.00030068205402737175
29,0.00013643569610495535
30,0.00022886025237514533
31,0.0003530862694282809
32,0.00013608249525229137
33,0.00017977585828500903
34,0.00037638473303458237
35,7.81552725836971e-05
36,0.00022315370855115665
37,0.0002209653581101318
38,0.00021240684572047838
39,0.0001611179472193827
40,0.00010502725114444425
41,3.505393900316752e-05
42,0.00010479527704268953
43,0.0004189587363927987
44,8.063670860186297e-05
45,0.0001386856746345681
46,0.000325683461273406
47,0.00014901717448891657
48,0.0002214088123663613
49,0.00012023664239677601
50,0.00031220898468341653
51,0.00010085845792168079
52,0.00024942210932042344
53,0.0002446368753024015
54,0.00029462429742529317
55,0.00010592280387855782
56,0.0003644619939425158
57,0.0002534019994325515
58,0.0003365997974874012
59,0.0001354328260074706
60,0.00017766125573770195
